bundle_id,timestamp,source,destination,relay_path,propagation_delay_sec,rss_dbm,packet_size_bytes,transmission_rate_bps,ttl_original,status,St,Sl,Sr,Sh,Sc,trust_score,dynamic_trust,anomaly_confidence,lineage_score,combined_confidence,ttl_new,verdict
89,2026-08-01T01:26:07,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.59,-95.11,542,274,3600,Normal,0.954,0.734,0.985,0.859,0.902,0.894,0.791,0.098,1.0,0.902,3248,Legitimate
90,2026-08-01T01:27:24,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.73,-91.06,513,261,3600,Normal,0.548,0.561,0.477,0.519,0.911,0.624,0.766,0.089,1.0,0.804,2894,Legitimate
91,2026-08-01T01:28:15,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.43,-99.29,484,248,3600,Normal,0.86,0.5,0.456,0.478,0.839,0.664,0.751,0.161,1.0,0.813,2925,Legitimate
92,2026-08-01T01:29:36,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.0,-90.48,485,254,3600,Normal,0.493,0.6,0.441,0.521,0.883,0.605,0.729,0.117,1.0,0.784,2823,Legitimate
93,2026-08-01T01:31:00,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.6,-94.58,551,259,3600,Normal,0.468,0.628,0.932,0.78,0.921,0.737,0.73,0.079,1.0,0.83,2989,Legitimate
94,2026-08-01T01:32:15,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.48,-94.95,485,262,3600,Normal,0.616,0.723,0.99,0.857,0.966,0.824,0.744,0.034,1.0,0.864,3111,Legitimate
95,2026-08-01T01:32:45,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.96,-98.42,551,267,3600,Normal,0.477,0.522,0.532,0.527,0.852,0.596,0.722,0.148,1.0,0.779,2803,Legitimate
96,2026-08-01T01:33:29,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.0,-99.35,513,237,3600,Normal,0.7,0.549,0.452,0.5,0.852,0.638,0.709,0.148,1.0,0.789,2840,Legitimate
97,2026-08-01T01:34:14,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.03,-91.4,474,254,3600,Normal,0.718,0.486,0.542,0.514,0.842,0.647,0.7,0.158,1.0,0.789,2840,Legitimate
98,2026-08-01T01:35:17,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.08,-95.91,558,272,3600,Normal,0.855,0.444,0.816,0.63,0.8,0.729,0.704,0.2,1.0,0.819,2947,Legitimate
99,2026-08-01T01:36:26,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.61,-98.72,504,272,3600,Normal,0.721,0.598,0.499,0.549,0.883,0.675,0.7,0.117,1.0,0.799,2875,Legitimate
100,2026-08-01T01:37:24,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.16,-97.31,509,246,3600,Normal,0.981,0.529,0.657,0.593,0.891,0.765,0.71,0.109,1.0,0.833,2999,Legitimate
101,2026-08-01T01:38:09,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.68,-92.88,540,255,3600,Normal,0.715,0.598,0.697,0.647,0.938,0.737,0.714,0.062,1.0,0.825,2970,Legitimate
102,2026-08-01T01:38:54,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.26,-90.99,490,246,3600,Normal,0.712,0.597,0.507,0.552,0.899,0.679,0.708,0.101,1.0,0.803,2890,Legitimate
103,2026-08-01T01:39:44,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.98,-91.02,476,251,3600,Normal,0.808,0.548,0.516,0.532,0.836,0.677,0.704,0.164,1.0,0.801,2883,Legitimate
104,2026-08-01T01:40:23,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.92,-90.86,502,257,3600,Normal,0.595,0.774,0.5,0.637,0.937,0.701,0.703,0.063,1.0,0.809,2911,Legitimate
105,2026-08-01T01:41:19,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.09,-98.16,500,267,3600,Normal,0.964,0.416,0.551,0.483,0.893,0.706,0.704,0.107,1.0,0.811,2919,Legitimate
106,2026-08-01T01:42:49,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.45,-98.39,539,251,3600,Normal,0.411,0.793,0.542,0.667,0.948,0.673,0.699,0.052,1.0,0.798,2871,Legitimate
107,2026-08-01T01:43:19,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.13,-93.09,500,272,3600,Normal,0.47,0.517,0.718,0.617,0.855,0.64,0.69,0.145,1.0,0.783,2818,Legitimate
108,2026-08-01T01:44:42,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.5,-97.35,516,260,3600,Normal,0.5,0.76,0.665,0.713,0.987,0.728,0.696,0.013,1.0,0.816,2936,Legitimate
109,2026-08-01T01:45:26,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.49,-92.84,510,251,3600,Normal,0.694,0.843,0.672,0.758,0.989,0.8,0.712,0.011,1.0,0.845,3044,Legitimate
110,2026-08-01T01:46:38,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.74,-94.09,477,254,3600,Normal,0.666,0.836,0.847,0.841,0.951,0.825,0.729,0.049,1.0,0.86,3094,Legitimate
111,2026-08-01T01:47:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.77,-95.32,553,259,3600,Normal,0.579,0.487,0.949,0.718,0.866,0.72,0.727,0.134,1.0,0.823,2965,Legitimate
112,2026-08-01T01:48:28,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.57,-96.36,474,254,3600,Normal,0.655,0.358,0.8,0.579,0.846,0.665,0.718,0.154,1.0,0.801,2885,Legitimate
113,2026-08-01T01:49:01,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.64,-93.36,507,249,3600,Normal,0.507,0.56,0.723,0.641,0.958,0.687,0.713,0.042,1.0,0.807,2906,Legitimate
114,2026-08-01T01:50:27,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,714.78,-97.39,545,245,3600,Normal,0.436,0.69,0.672,0.681,0.926,0.681,0.708,0.074,1.0,0.804,2893,Legitimate
115,2026-08-01T01:51:02,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.72,-97.37,466,274,3600,Normal,0.538,0.817,0.671,0.744,0.859,0.721,0.71,0.141,1.0,0.818,2945,Legitimate
116,2026-08-01T01:51:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.49,-97.67,527,266,3600,Normal,0.693,0.889,0.646,0.768,0.947,0.794,0.723,0.053,1.0,0.847,3050,Legitimate
117,2026-08-01T01:53:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.08,-98.22,524,245,3600,Normal,0.405,0.556,0.595,0.576,0.925,0.62,0.707,0.075,1.0,0.782,2815,Legitimate
118,2026-08-01T01:54:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.32,-95.61,483,264,3600,Normal,0.95,0.855,0.955,0.905,0.944,0.926,0.74,0.056,1.0,0.896,3226,Legitimate
119,2026-08-01T01:55:35,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,714.34,-96.01,559,264,3600,Normal,0.573,0.673,0.894,0.784,0.903,0.761,0.743,0.097,1.0,0.843,3034,Legitimate
120,2026-08-01T01:56:54,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.79,-99.41,471,236,3600,Normal,0.585,0.652,0.484,0.568,0.772,0.623,0.725,0.228,1.0,0.789,2841,Legitimate
121,2026-08-01T01:57:43,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.27,-98.88,499,274,3600,Normal,0.75,0.982,0.538,0.76,0.897,0.792,0.735,0.103,1.0,0.851,3062,Legitimate
122,2026-08-01T01:58:25,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.68,-96.81,525,239,3600,Normal,0.626,0.403,0.787,0.595,0.889,0.676,0.726,0.111,1.0,0.808,2909,Legitimate
123,2026-08-01T01:59:44,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.43,-96.75,543,268,3600,Normal,0.545,0.622,0.807,0.715,0.925,0.725,0.726,0.075,1.0,0.825,2970,Legitimate
124,2026-08-01T02:00:50,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.21,-93.55,504,250,3600,Normal,0.803,0.679,0.688,0.683,0.947,0.779,0.734,0.053,1.0,0.846,3045,Legitimate
125,2026-08-01T02:01:52,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.37,-90.37,503,255,3600,Normal,0.891,0.863,0.381,0.622,0.929,0.766,0.739,0.071,1.0,0.843,3035,Legitimate
126,2026-08-01T02:02:49,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.91,-96.29,545,264,3600,Normal,0.962,0.494,0.862,0.678,0.868,0.797,0.748,0.132,1.0,0.857,3083,Legitimate
127,2026-08-01T02:03:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.01,-95.21,527,260,3600,Normal,0.954,0.497,0.956,0.727,0.947,0.839,0.761,0.053,1.0,0.875,3149,Legitimate
128,2026-08-01T02:05:14,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.65,-94.84,505,265,3600,Normal,0.424,0.964,0.886,0.925,0.991,0.816,0.77,0.009,1.0,0.87,3132,Legitimate
129,2026-08-01T02:06:01,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.32,-92.58,556,246,3600,Normal,0.699,0.66,0.592,0.626,0.903,0.713,0.761,0.097,1.0,0.833,2998,Legitimate
130,2026-08-01T02:06:59,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.93,-94.66,523,251,3600,Normal,0.962,0.583,0.89,0.737,0.961,0.849,0.774,0.039,1.0,0.882,3176,Legitimate
131,2026-08-01T02:07:30,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.75,-93.34,510,250,3600,Normal,0.431,0.917,0.69,0.804,0.994,0.758,0.772,0.006,1.0,0.852,3065,Legitimate
132,2026-08-01T02:08:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.1,-98.61,532,246,3600,Normal,0.688,0.709,0.536,0.623,0.947,0.72,0.764,0.053,1.0,0.836,3010,Legitimate
133,2026-08-01T02:08:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.72,-92.07,485,252,3600,Normal,0.44,0.986,0.536,0.761,0.965,0.732,0.759,0.035,1.0,0.838,3018,Legitimate
134,2026-08-01T02:09:51,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.15,-96.81,526,255,3600,Normal,0.816,0.663,0.764,0.713,0.962,0.801,0.766,0.038,1.0,0.864,3110,Legitimate
135,2026-08-01T02:11:11,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.14,-93.05,502,245,3600,Normal,0.533,0.389,0.654,0.522,0.863,0.61,0.742,0.137,1.0,0.791,2846,Legitimate
136,2026-08-01T02:12:23,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.52,-94.75,515,252,3600,Normal,0.683,0.908,0.9,0.904,0.991,0.871,0.761,0.009,1.0,0.885,3187,Legitimate
137,2026-08-01T02:13:40,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.18,-93.59,507,248,3600,Normal,0.603,0.965,0.732,0.848,0.985,0.821,0.77,0.015,1.0,0.872,3138,Legitimate
138,2026-08-01T02:14:24,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.61,-92.08,473,257,3600,Normal,0.658,0.488,0.551,0.52,0.874,0.643,0.751,0.126,1.0,0.805,2899,Legitimate
139,2026-08-01T02:15:42,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.22,-92.07,536,246,3600,Normal,0.592,0.75,0.562,0.656,0.956,0.715,0.746,0.044,1.0,0.828,2982,Legitimate
140,2026-08-01T02:16:49,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.59,-95.23,489,239,3600,Normal,0.814,0.459,0.973,0.716,0.832,0.769,0.749,0.168,1.0,0.848,3051,Legitimate
141,2026-08-01T02:17:31,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.2,-93.68,491,264,3600,Normal,0.619,0.66,0.755,0.707,0.961,0.749,0.749,0.039,1.0,0.841,3027,Legitimate
142,2026-08-01T02:18:09,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.25,-99.51,517,264,3600,Normal,0.559,0.626,0.422,0.524,0.921,0.632,0.732,0.079,1.0,0.795,2861,Legitimate
143,2026-08-01T02:18:47,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,725.96,-97.4,471,236,3600,Normal,0.572,0.851,0.656,0.754,0.862,0.735,0.732,0.138,1.0,0.83,2989,Legitimate
144,2026-08-01T02:19:35,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.68,-94.43,479,237,3600,Normal,0.771,0.879,0.847,0.863,0.911,0.852,0.75,0.089,1.0,0.875,3151,Legitimate
145,2026-08-01T02:21:05,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.63,-91.33,467,255,3600,Normal,0.394,0.566,0.466,0.516,0.813,0.56,0.722,0.187,1.0,0.766,2757,Legitimate
146,2026-08-01T02:22:11,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,725.59,-90.76,476,258,3600,Normal,0.801,0.851,0.432,0.641,0.894,0.744,0.725,0.106,1.0,0.831,2992,Legitimate
147,2026-08-01T02:23:00,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.08,-92.61,517,252,3600,Normal,0.769,0.438,0.636,0.537,0.932,0.694,0.72,0.068,1.0,0.812,2924,Legitimate
148,2026-08-01T02:24:08,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.56,-92.39,514,253,3600,Normal,0.767,0.629,0.604,0.616,0.955,0.739,0.723,0.045,1.0,0.829,2983,Legitimate
149,2026-08-01T02:25:06,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.25,-95.84,504,258,3600,Normal,0.983,0.661,0.838,0.75,0.96,0.861,0.744,0.04,1.0,0.876,3155,Legitimate
150,2026-08-01T02:25:39,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.74,-97.28,557,244,3600,Normal,0.491,0.843,0.622,0.733,0.906,0.716,0.74,0.094,1.0,0.827,2976,Legitimate
151,2026-08-01T02:26:22,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.83,-91.02,485,258,3600,Normal,0.664,0.635,0.47,0.552,0.906,0.669,0.729,0.094,1.0,0.807,2904,Legitimate
152,2026-08-01T02:27:02,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.52,-94.53,521,247,3600,Normal,0.613,0.396,0.944,0.67,0.862,0.704,0.725,0.138,1.0,0.817,2942,Legitimate
153,2026-08-01T02:27:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.85,-92.94,548,238,3600,Normal,0.687,0.689,0.679,0.684,0.884,0.735,0.727,0.116,1.0,0.829,2983,Legitimate
154,2026-08-01T02:28:30,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.31,-97.73,524,262,3600,Normal,0.69,0.441,0.57,0.505,0.898,0.65,0.715,0.102,1.0,0.795,2863,Legitimate
155,2026-08-01T02:29:59,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.95,-91.34,483,241,3600,Normal,0.426,0.594,0.466,0.53,0.892,0.595,0.697,0.108,1.0,0.769,2770,Legitimate
156,2026-08-01T02:30:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.11,-90.93,477,248,3600,Normal,0.739,0.537,0.443,0.49,0.853,0.643,0.689,0.147,1.0,0.784,2821,Legitimate
157,2026-08-01T02:32:03,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.01,-99.0,505,254,3600,Normal,0.588,0.545,0.427,0.486,0.915,0.619,0.678,0.085,1.0,0.771,2776,Legitimate
158,2026-08-01T02:32:52,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.63,-99.21,512,255,3600,Normal,0.77,0.677,0.427,0.552,0.94,0.703,0.682,0.06,1.0,0.802,2888,Legitimate
159,2026-08-01T02:33:27,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.24,-98.7,536,260,3600,Normal,0.527,0.826,0.483,0.654,0.949,0.696,0.684,0.051,1.0,0.8,2881,Legitimate
160,2026-08-01T02:33:58,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.35,-99.39,546,259,3600,Normal,0.477,0.477,0.437,0.457,0.833,0.556,0.665,0.167,1.0,0.744,2677,Legitimate
161,2026-08-01T02:35:28,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.3,-97.52,544,259,3600,Normal,0.403,0.434,0.644,0.539,0.84,0.58,0.652,0.16,1.0,0.748,2692,Legitimate
162,2026-08-01T02:36:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.07,-94.72,527,273,3600,Normal,0.582,0.59,0.913,0.752,0.91,0.749,0.667,0.09,1.0,0.813,2926,Legitimate
163,2026-08-01T02:37:27,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.47,-94.39,544,275,3600,Normal,0.636,0.386,0.864,0.625,0.796,0.671,0.667,0.204,1.0,0.786,2829,Legitimate
164,2026-08-01T02:38:27,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.43,-93.42,529,270,3600,Normal,0.951,0.769,0.718,0.744,0.96,0.849,0.695,0.04,1.0,0.856,3082,Legitimate
165,2026-08-01T02:39:18,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.18,-94.96,528,251,3600,Normal,0.834,0.863,0.971,0.917,0.983,0.913,0.727,0.017,1.0,0.888,3196,Legitimate
166,2026-08-01T02:40:36,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.16,-94.57,493,248,3600,Normal,0.57,0.902,0.91,0.906,0.972,0.839,0.744,0.028,1.0,0.869,3129,Legitimate
167,2026-08-01T02:41:55,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.86,-95.14,561,262,3600,Normal,0.567,0.856,0.975,0.916,0.907,0.826,0.756,0.093,1.0,0.869,3128,Legitimate
168,2026-08-01T02:42:59,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.36,-90.76,513,261,3600,Normal,0.853,0.944,0.446,0.695,0.954,0.799,0.763,0.046,1.0,0.862,3104,Legitimate
169,2026-08-01T02:44:00,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,725.42,-97.47,481,258,3600,Normal,0.931,0.782,0.61,0.696,0.95,0.818,0.771,0.05,1.0,0.871,3136,Legitimate
170,2026-08-01T02:45:29,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.84,-98.62,510,236,3600,Normal,0.412,0.687,0.497,0.592,0.882,0.62,0.748,0.118,1.0,0.796,2866,Legitimate
171,2026-08-01T02:46:39,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.7,-92.52,477,258,3600,Normal,0.719,0.796,0.643,0.719,0.943,0.775,0.752,0.057,1.0,0.851,3062,Legitimate
172,2026-08-01T02:47:44,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.03,-92.38,546,240,3600,Normal,0.838,0.869,0.637,0.753,0.93,0.818,0.762,0.07,1.0,0.868,3125,Legitimate
173,2026-08-01T02:49:14,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.47,-98.16,511,264,3600,Normal,0.417,0.497,0.51,0.504,0.926,0.587,0.736,0.074,1.0,0.78,2809,Legitimate
